ID	OldID	Name	Chebi	Compartment	Formula
M_ascr_35		ascr#35(1-)	CHEBI:78973	c | e	C26H47O6
M_ascr_35coa		ascr#35-CoA(4-)	CHEBI:139694	c	C47H78N7O21P3S
M_ascr_36		ascr#36(1-)	CHEBI:78974	c | e	C26H49O6
M_ascr_36coa		ascr#36-CoA(4-)	CHEBI:139697	c	C47H80N7O21P3S
M_ascr_37		ascr#37(1-)	CHEBI:78975	c | e	C27H49O6
M_ascr_37coa		ascr#37-CoA(4-)	CHEBI:139700	c	C48H80N7O21P3S
M_ascr_38		ascr#38(1-)	CHEBI:78976	c | e	C27H51O6
M_ascr_38coa		ascr#38-CoA(4-)	CHEBI:139703	c	C48H82N7O21P3S
M_ascr_3coa		ascr#3-CoA(4-)	CHEBI:139705	c	C36H56N7O21P3S
M_ascr_5		ascr#5(1-)	CHEBI:78829	c | e	C9H15O6
M_ascr_5coa		ascr#5-CoA(4-)	CHEBI:139708	c	C30H46N7O21P3S
M_ascr_7		ascr#7(1-)	CHEBI:78830	c | e	C13H21O6
M_ascr_7coa		ascr#7-CoA(4-)	CHEBI:139711	c	C34H52N7O21P3S
M_ascr_8		ascr#8(1-)	CHEBI:78834	c | e	C20H26NO7
M_ascr_9		ascr#9(1-)	CHEBI:79018	c | e	C11H19O6
M_ascr_9coa		ascr#9-CoA(4-)	CHEBI:139715	c	C32H50N7O21P3S
M_ascr		Ascarylopyranose	CHEBI:78771	c	C6H12O4
M_asehcys		Se-Adenosyl-L-selenohomocysteine	CHEBI:77028	c	C14H20N6O5Se
M_asn__L	M_asn_L	L-Asparagine	CHEBI:17196	c | e | m	C4H8N2O3
M_aso3		arsenite(1-)	CHEBI:49900	c	AsO3
M_aso4		arsenate(2-)	CHEBI:18231	c	H3AsO4
M_asp__D	M_asp_D	D-Aspartate	CHEBI:17364;CHEBI:41764	c | e	C4H6NO4
M_asp__L	M_asp_L	L-Aspartate	CHEBI:17053;CHEBI:21244	c | e | m	C4H6NO4
M_astndione		5-androstene-3,17-dione	CHEBI:83865	c	C19H26O2
M_athr__L	M_athr_L	L-allo-threonine	CHEBI:28718	c | e | m	C4H9NO3
M_atp		ATP(4-)	CHEBI:15422	c | m | n	C10H12N5O13P3
M_b2coa		Crotonoyl-CoA(4-)	CHEBI:15473	c | m | n	C25H36N7O17P3S
M_balab		Beta-alanine betaine	CHEBI:28825	c	C6H13NO2
M_betald		Betaine aldehyde	CHEBI:15710	m	C5H12NO
M_betnd		betanidin	CHEBI:3079	c | m | n	C18H13N2O8
M_betqu		betanidin quinone(2-)	CHEBI:133394	c | m | n	C18H12N2O8
M_bhas_1		bhas#1(1-)	CHEBI:139717	c | e	C13H23O7
M_bhas_10		bhas#10(1-)	CHEBI:79223	c | e	C15H27O7
M_bhas_10coa		bhas#10-CoA(4-)	CHEBI:139720	c	C36H58N7O22P3S
M_bhas_12		bhas#12(1-)	CHEBI:139722	c | e	C12H21O7
M_bhas_12coa		bhas#12-CoA(4-)	CHEBI:139724	c	C33H52N7O22P3S
M_bhas_14		bhas#14(1-)	CHEBI:139726	c | e	C14H25O7
M_bhas_14coa		bhas#14-CoA(4-)	CHEBI:139728	c	C35H56N7O22P3S
M_bhas_16		bhas#16(1-)	CHEBI:79227	c | e	C16H29O7
M_bhas_16coa		bhas#16-CoA(4-)	CHEBI:139731	c	C37H60N7O22P3S
M_bhas_18		bhas#18(1-)	CHEBI:79229	c | e	C17H31O7
M_bhas_18coa		bhas#18-CoA(4-)	CHEBI:139734	c	C38H62N7O22P3S
M_bhas_1coa		bhas#1-CoA(4-)	CHEBI:139736	c	C34H54N7O22P3S
M_bhas_20		bhas#20(1-)	CHEBI:79230	c | e	C18H33O7
M_bhas_20coa		bhas#20-CoA(4-)	CHEBI:139739	c	C39H64N7O22P3S
M_bhas_22		bhas#22(1-)	CHEBI:79231	c | e	C19H35O7
M_bhas_22coa		bhas#22-CoA(4-)	CHEBI:139742	c	C40H66N7O22P3S
M_bhas_24		bhas#24(1-)	CHEBI:79232	c | e	C20H37O7
M_bhas_24coa		bhas#24-CoA(4-)	CHEBI:139745	c	C41H68N7O22P3S
M_bhas_26		bhas#26(1-)	CHEBI:79233	c | e	C21H39O7
M_bhas_26coa		bhas#26-CoA(4-)	CHEBI:139748	c	C42H70N7O22P3S
M_bhas_28		bhas#28(1-)	CHEBI:79234	c | e	C22H41O7
M_bhas_28coa		bhas#28-CoA(4-)	CHEBI:139751	c	C43H72N7O22P3S
M_bhas_30		bhas#30(1-)	CHEBI:79235	c | e	C23H43O7
M_bhas_30coa		bhas#30-CoA(4-)	CHEBI:139754	c	C44H74N7O22P3S
M_bhas_32		bhas#32(1-)	CHEBI:79236	c | e	C24H45O7
M_bhas_32coa		bhas#32-CoA(4-)	CHEBI:139757	c	C45H76N7O22P3S
M_bhas_34		bhas#34(1-)	CHEBI:79237	c | e	C25H47O7
M_bhas_34coa		bhas#34-CoA(4-)	CHEBI:139760	c	C46H78N7O22P3S
M_bhas_36		bhas#36(1-)	CHEBI:79238	c | e	C26H49O7
M_bhas_36coa		bhas#36-CoA(4-)	CHEBI:139763	c	C47H80N7O22P3S
M_bhas_38		bhas#38(1-)	CHEBI:79239	c | e	C27H51O7
M_bhas_38coa		bhas#38-CoA(4-)	CHEBI:139766	c	C48H82N7O22P3S
M_bhas_9		bhas#9(1-)	CHEBI:139768	c | e	C11H19O7
M_bhas_9coa		bhas#9-CoA(4-)	CHEBI:139770	c	C32H50N7O22P3S
M_bhos_1		bhos#1(1-)	CHEBI:139772	c | e	C13H23O7
M_bhos_10		bhos#10(1-)	CHEBI:79256	c | e	C15H27O7
M_bhos_10coa		bhos#10-CoA(4-)	CHEBI:139775	c	C36H58N7O22P3S
M_bhos_12		bhos#12(1-)	CHEBI:139777	c | e	C12H21O7
M_bhos_12coa		bhos#12-CoA(4-)	CHEBI:139779	c	C33H52N7O22P3S
M_bhos_14		bhos#14(1-)	CHEBI:139781	c | e	C14H25O7
M_bhos_14coa		bhos#14-CoA(4-)	CHEBI:139783	c	C35H56N7O22P3S
M_bhos_16		bhos#16(1-)	CHEBI:79258	c | e	C16H29O7
M_bhos_16coa		bhos#16-CoA(4-)	CHEBI:139786	c	C37H60N7O22P3S
M_bhos_18		bhos#18(1-)	CHEBI:79259	c | e	C17H31O7
M_bhos_18coa		bhos#18-CoA(4-)	CHEBI:139789	c	C38H62N7O22P3S
M_bhos_1coa		bhos#1-CoA(4-)	CHEBI:139791	c	C34H54N7O22P3S
M_bhos_20		bhos#20(1-)	CHEBI:79260	c | e	C18H33O7
M_bhos_20coa		bhos#20-CoA(4-)	CHEBI:139794	c	C39H64N7O22P3S
M_bhos_22		bhos#22(1-)	CHEBI:79261	c | e	C19H35O7
M_bhos_22coa		bhos#22-CoA(4-)	CHEBI:139797	c	C40H66N7O22P3S
M_bhos_24		bhos#24(1-)	CHEBI:79262	c | e	C20H37O7
M_bhos_24coa		bhos#24-CoA(4-)	CHEBI:139800	c	C41H68N7O22P3S
M_bhos_26		bhos#26(1-)	CHEBI:79263	c | e	C21H39O7
M_bhos_26coa		bhos#26-CoA(4-)	CHEBI:139803	c	C42H70N7O22P3S
M_bhos_28		bhos#28(1-)	CHEBI:79264	c | e	C22H41O7
M_bhos_28coa		bhos#28-CoA(4-)	CHEBI:139806	c	C43H72N7O22P3S
M_bhos_30		bhos#30(1-)	CHEBI:79265	c | e	C23H43O7
M_bhos_30coa		bhos#30-CoA(4-)	CHEBI:139809	c	C44H74N7O22P3S
M_bhos_32		bhos#32(1-)	CHEBI:79266	c | e	C24H45O7
M_bhos_32coa		bhos#32-CoA(4-)	CHEBI:139812	c	C45H76N7O22P3S
M_bhos_34		bhos#34(1-)	CHEBI:79267	c | e	C25H47O7
M_bhos_34coa		bhos#34-CoA(4-)	CHEBI:139815	c	C46H78N7O22P3S
M_bhos_36		bhos#36(1-)	CHEBI:79268	c | e	C26H49O7
M_bhos_36coa		bhos#36-CoA(4-)	CHEBI:139818	c	C47H80N7O22P3S
M_bhos_38		bhos#38(1-)	CHEBI:79269	c | e	C27H51O7
M_bhos_38coa		bhos#38-CoA(4-)	CHEBI:139821	c	C48H82N7O22P3S
M_bhos_9coa		bhos#9-CoA(4-)	CHEBI:139825	c	C32H50N7O22P3S
M_bilirub		Bilirubin(2-)	CHEBI:72719;CHEBI:16990	c | e	C33H34N4O6 | C33H36N4O6
M_bkas_1		bkas#1(1-)	CHEBI:139827	c | e	C13H21O7
M_bkas_10		bkas#10(1-)	CHEBI:139829	c | e	C15H25O7
M_bkas_10coa		bkas#10-CoA(4-)	CHEBI:139831	c	C36H56N7O22P3S
M_bkas_12		bkas#12(1-)	CHEBI:139833	c | e	C12H19O7
M_bkas_12coa		bkas#12-CoA(4-)	CHEBI:139835	c	C33H50N7O22P3S
M_bkas_14		bkas#14(1-)	CHEBI:139837	c | e	C14H23O7
M_bkas_14coa		bkas#14-CoA(4-)	CHEBI:139839	c	C35H54N7O22P3S
M_bkas_16		bkas#16(1-)	CHEBI:139841	c | e	C16H27O7
M_bkas_16coa		bkas#16-CoA(4-)	CHEBI:139843	c	C37H58N7O22P3S
M_bkas_18		bkas#18(1-)	CHEBI:139845	c | e	C17H29O7
M_bkas_18coa		bkas#18-CoA(4-)	CHEBI:139847	c	C38H60N7O22P3S
M_bkas_1coa		bkas#1-CoA(4-)	CHEBI:139849	c	C34H52N7O22P3S
M_bkas_20		bkas#20(1-)	CHEBI:139851	c | e	C18H31O7
M_bkas_20coa		bkas#20-CoA(4-)	CHEBI:139853	c	C39H62N7O22P3S
M_bkas_22		bkas#22(1-)	CHEBI:139855	c | e	C19H33O7
M_bkas_22coa		bkas#22-CoA(4-)	CHEBI:139858	c	C40H64N7O22P3S
M_bkas_24		bkas#24(1-)	CHEBI:139860	c | e	C20H35O7
M_bkas_24coa		bkas#24-CoA(4-)	CHEBI:139862	c	C41H66N7O22P3S
M_bkas_26		bkas#26(1-)	CHEBI:139864	c | e	C21H37O7
M_bkas_26coa		bkas#26-CoA(4-)	CHEBI:139866	c	C42H68N7O22P3S
M_bkas_28		bkas#28(1-)	CHEBI:139868	c | e	C22H39O7
M_bkas_28coa		bkas#28-CoA(4-)	CHEBI:139870	c	C43H70N7O22P3S
M_bkas_30		bkas#30(1-)	CHEBI:139872	c | e	C23H41O7
M_bkas_30coa		bkas#30-CoA(4-)	CHEBI:139874	c	C44H72N7O22P3S
M_bkas_32		bkas#32(1-)	CHEBI:139876	c | e	C24H43O7
M_bkas_32coa		bkas#32-CoA(4-)	CHEBI:139878	c	C45H74N7O22P3S
M_bkas_34		bkas#34(1-)	CHEBI:139880	c | e	C25H45O7
M_bkas_34coa		bkas#34-CoA(4-)	CHEBI:139882	c	C46H76N7O22P3S
M_bkas_36		bkas#36(1-)	CHEBI:139884	c | e	C26H47O7
M_bkas_36coa		bkas#36-CoA(4-)	CHEBI:139886	c	C47H78N7O22P3S
M_bkas_38		bkas#38(1-)	CHEBI:139888	c | e	C27H49O7
M_bkas_38coa		bkas#38-CoA(4-)	CHEBI:139890	c	C48H80N7O22P3S
M_bkas_9		bkas#9(1-)	CHEBI:139892	c | e	C11H17O7
M_bkas_9coa		bkas#9-CoA(4-)	CHEBI:139894	c	C32H48N7O22P3S
M_bkos_1		bkos#1(1-)	CHEBI:139896	c | e	C13H21O7
M_bkos_10		bkos#10(1-)	CHEBI:139898	c | e	C15H25O7
M_bkos_10coa		bkos#10-CoA(4-)	CHEBI:139900	c	C36H56N7O22P3S
M_bkos_12		bkos#12(1-)	CHEBI:139902	c | e	C12H19O7
M_bkos_12coa		bkos#12-CoA(4-)	CHEBI:139904	c	C33H50N7O22P3S
M_bkos_14		bkos#14(1-)	CHEBI:139906	c | e	C14H23O7
M_bkos_14coa		bkos#14-CoA(4-)	CHEBI:139908	c	C35H54N7O22P3S
M_bkos_16		bkos#16(1-)	CHEBI:139910	c | e	C16H27O7
M_bkos_16coa		bkos#16-CoA(4-)	CHEBI:139912	c	C37H58N7O22P3S
M_bkos_18		bkos#18(1-)	CHEBI:139914	c | e	C17H29O7
M_bkos_18coa		bkos#18-CoA(4-)	CHEBI:139916	c	C38H60N7O22P3S
M_bkos_1coa		bkos#1-CoA(4-)	CHEBI:139918	c	C34H52N7O22P3S
M_bkos_20		bkos#20(1-)	CHEBI:139920	c | e	C18H31O7
M_bkos_20coa		bkos#20-CoA(4-)	CHEBI:139922	c	C39H62N7O22P3S
M_bkos_22		bkos#22(1-)	CHEBI:139924	c | e	C19H33O7
M_bkos_22coa		bkos#22-CoA(4-)	CHEBI:139926	c	C40H64N7O22P3S
M_bkos_24		bkos#24(1-)	CHEBI:139928	c | e	C20H35O7
M_bkos_24coa		bkos#24-CoA(4-)	CHEBI:139930	c	C41H66N7O22P3S
M_bkos_26		bkos#26(1-)	CHEBI:139932	c | e	C21H37O7
M_bkos_26coa		bkos#26-CoA(4-)	CHEBI:139934	c	C42H68N7O22P3S
M_bkos_28		bkos#28(1-)	CHEBI:139936	c | e	C22H39O7
M_bkos_28coa		bkos#28-CoA(4-)	CHEBI:139938	c	C43H70N7O22P3S
M_bkos_30		bkos#30(1-)	CHEBI:139940	c | e	C23H41O7
M_bkos_30coa		bkos#30-CoA(4-)	CHEBI:139942	c	C44H72N7O22P3S
M_bkos_32		bkos#32(1-)	CHEBI:139944	c | e	C24H43O7
M_bkos_32coa		bkos#32-CoA(4-)	CHEBI:139946	c	C45H74N7O22P3S
M_bkos_34		bkos#34(1-)	CHEBI:139948	c | e	C25H45O7
M_bkos_34coa		bkos#34-CoA(4-)	CHEBI:139950	c	C46H76N7O22P3S
M_bkos_36		bkos#36(1-)	CHEBI:139952	c | e	C26H47O7
M_bkos_36coa		bkos#36-CoA(4-)	CHEBI:139954	c	C47H78N7O22P3S
M_bkos_38		bkos#38(1-)	CHEBI:139956	c | e	C27H49O7
M_bkos_38coa		bkos#38-CoA(4-)	CHEBI:139958	c	C48H80N7O22P3S
M_bkos_9		bkos#9(1-)	CHEBI:139960	c | e	C11H17O7
M_bkos_9coa		bkos#9-CoA(4-)	CHEBI:139962	c	C32H48N7O22P3S
M_btcoa		Butanoyl-CoA(4-)	CHEBI:15517	c | m	C25H38N7O17P3S
M_btcrn		O-butanoyl-L-carnitine	CHEBI:21949	c | m	C11H21NO4
M_btn		biotinate	CHEBI:15956;CHEBI:41236	c | e	C10H15N2O3S
M_but		butyrate	CHEBI:41208;CHEBI:30772	c | m	C4H7O2
M_c15isoal		13-methyltetradecanal	CHEBI:71034	c	C15H30O
M_c15isoenal		trans-13-methyltetradec-2-enal	CHEBI:70995	c	C15H28O
M_c17iso3dsphgn		3-dehydro-15-methylhexadecasphinganine(1+)	CHEBI:70843	c	C17H36NO2
M_c17isocrm		N-acyl-15-methylhexadecasphing-4-enine (C17iso Cer)	CHEBI:70846	c	C18H34NO3R
M_c17isocrmp		N-acyl-15-methylhexadecasphing-4-enine-1-phosphate(2-)	CHEBI:71165	c	C18H33NO6PR
M_c17isodhcrm		N-acyl-15-methylhexadecasphinganine (C17iso DhCer)	CHEBI:70845	c	C18H36NO3R
M_c17isodhsphmyln		N-acyl-15-methylhexadecasphinganine-1-phosphocholine	CHEBI:82899	c	C23H48N2O6PR
M_c17isogalside		N-acyl-1-O-galactosyl-15-methylhexadecasphing-4-enine	CHEBI:140530	c	C24H44NO8R
M_c17isogluside		N-acyl-1-O-beta-D-glucosyl-15-methylhexadecasphing-4-enine	CHEBI:70815	c | m | n	C24H44NO8R
M_c17isospc		15-methylhexadecasphing-4-enine-1-phosphocholine(1+)	CHEBI:71056	c	C22H48N2O5P
M_c17isosph1p		15-methylhexadecasphinganine 1-phosphate(1-)	CHEBI:71059	c	C17H37NO5P
M_c17isosphgn		15-methylhexadecasphinganine(1+)	CHEBI:70852	c	C17H38NO2
M_c17isosphings		15-methylhexadecasphing-4-enine(1+)	CHEBI:70798	c	C17H36NO2
M_c17isosphmyln		N-acyl-15-methylhexadecasphing-4-enine-1-phosphocholine	CHEBI:70775	c	C23H46N2O6PR
M_c17isosphs1p		15-methylhexadecasphing-4-enine 1-phosphate(1-)	CHEBI:71036	c	C17H35NO5P
M_c35rnmp		nucleoside 3,5-cyclic phosphate	CHEBI:18375	c | m | n	C5H7O5PR2
M_cala		N-Carbamoyl-beta-alanine	CHEBI:18261;CHEBI:46352;CHEBI:11892	c	C4H7N2O3
M_camp		3',5'-cyclic AMP(1-)	CHEBI:17489	c | e | m | n	C10H11N5O6P
M_carn10_0__L	M_dcacrn	O-decanoyl-L-carnitine	CHEBI:28717	c | m	C17H33NO4
M_carn12_0__L	M_ddcacrn	O-lauroyl-L-carnitine	CHEBI:77086	c | m	C19H37NO4
M_carn14_0__L	M_ttdcrn	O-tetradecanoyl-L-carnitine	CHEBI:84634	c | m	C21H41NO4
M_carn16_0__L	M_pmtcrn	O-palmitoyl-L-carnitine	CHEBI:17490	c | m	C23H45NO4
M_carn18_1_11z__L	M_vacccrn	O-vaccenyl-L-carnitine	CHEBI:89742	c | m	C25H47NO4
M_carn18_1_9z__L	M_ocdce9crn	oleoyl-L-carnitine	CHEBI:84651	c | m	C25H47NO4
M_carn20_0__L	M_arachcrn	O-arachidoyl-L-carnitine	CHEBI:84645	c | m	C27H53NO4
M_carn6_0__L	M_lhexcar	O-hexanoyl-L-carnitine	CHEBI:84834	c | m	C13H25NO4
M_carn8_0__L	M_occrn	O-octanoyl-L-carnitine	CHEBI:18102	c | m	C15H29NO4
M_caro		beta-Carotene	CHEBI:17579	c | e | n	C40H56
M_cbasp		N-Carbamoyl-L-aspartate(2-)	CHEBI:15859	c	C5H6N2O5
M_cbl1		Cob(I)alamin	CHEBI:3784;CHEBI:15982	c | e | m	C62H89CoN13O14P
M_cbp		Carbamoyl phosphate(2-)	CHEBI:17672	c	CH2NO5P
M_cdp		CDP(3-)	CHEBI:17239	c | m | n	C9H12N3O11P2
M_cdpchol		CDP-choline(1-)	CHEBI:49086	c	C14H25N4O11P2
M_cdpdag		CDP diacylglycerol(2-)	CHEBI:17962	c | m	C14H17N3O15P2R2
M_cdpea		CDP-ethanolamine(1-)	CHEBI:16732;CHEBI:13257	c	C11H19N4O11P2
M_cgly		Cys-Gly	CHEBI:61694;CHEBI:4047	c | e | m	C5H10N2O3S
M_chlstol		cholesta-7,24-dien-3-beta-ol	CHEBI:16290;CHEBI:2140	c	C27H44O
M_chol		Choline	CHEBI:15354	c | e | m | n	C5H14NO
M_cholate		Cholate	CHEBI:41494;CHEBI:16359	c | e	C24H39O5
M_cholcoa		Choloyl-CoA(4-)	CHEBI:15519;CHEBI:3671	c	C45H70N7O20P3S
M_cholcoads		3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA(4-)	CHEBI:52432	c	C48H74N7O20P3S
M_cholcoaone		3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA(4-)	CHEBI:27379	c	C48H74N7O21P3S
M_cholcoar		(25R)-3a,7a,12a-trihydroxy-5&lt;df&gt;-cholestan-26-oyl-CoA(4-)	CHEBI:37642	c	C48H76N7O20P3S
M_cholcoas		(25S)-3a,7a,12a-trihydroxy-5&lt;df&gt;-cholestan-26-oyl-CoA(4-)	CHEBI:37643	c	C48H76N7O20P3S
M_cholp		Choline phosphate(1-)	CHEBI:18132;CHEBI:44707	c | m | n	C5H13NO4P
M_chstenone		Cholestenone	CHEBI:16175	c	C27H44O
M_chsterol		Cholesterol	CHEBI:16113	c | e | m	C27H46O
M_chtbs		N,N-diacetylchitobiose	CHEBI:28681	c	C16H28N2O11
M_cinnavalininate		Cinnavalininate(2-)	CHEBI:3715	c	C14H6N2O6
M_cit		Citrate(3-)	CHEBI:30769	c | e | m	C6H5O7
M_citr__L	M_citr_L	L-Citrulline	CHEBI:16349	c | m	C6H13N3O3
M_clb		Cellobiose	CHEBI:17057;CHEBI:41353	c | e	C12H22O11
M_clpn_BAC		Cardiolipin (2-, bacteria)	CHEBI:28494	c | e	C13H16O17P2R4
M_clpn		Cardiolipin(2-)	CHEBI:28494	c | m	C13H16O17P2R4
M_cmp		CMP(2-)	CHEBI:23520;CHEBI:17361	c | m | n	C9H12N3O8P
M_cmusa		2-Amino-3-carboxymuconate semialdehyde	CHEBI:19448;CHEBI:994	c	C7H6NO5
M_co		carbon monoxide	CHEBI:17245	c	CO
M_co2		carbon dioxide	CHEBI:16526	c | e | m | n	CO2
M_coa		Coenzyme A(4-)	CHEBI:15346	c | m | n	C21H32N7O16P3S
M_coa10_0_3o	M_3odcoa	3-Oxo-decanoyl-CoA(4-)	CHEBI:28528;CHEBI:1633	c | m	C31H48N7O18P3S
M_coa10_0_3oh__S	M_3hdcoa	(S)-3-Hydroxydecanoyl-CoA(4-)	CHEBI:28325	c | m	C31H50N7O18P3S
M_coa10_0	M_dcacoa	decanoyl-CoA(4-)	CHEBI:28493;CHEBI:4348	c | m	C31H50N7O17P3S
M_coa10_1_2e	M_dc2coa	trans-Dec-2-enoyl-CoA(4-)	CHEBI:10723	c | m	C31H48N7O17P3S
M_coa12_0_3o	M_3oddcoa	3-Oxo-dodecanoyl-CoA(4-)	CHEBI:27868;CHEBI:1636	c | m	C33H52N7O18P3S
M_coa12_0_3oh__S	M_3hddcoa	(S)-3-hydroxydodecanoyl-CoA(4-)	CHEBI:27668	c | m	C33H54N7O18P3S
M_coa12_0	M_ddcacoa	Dodecanoyl-CoA(4-)	CHEBI:15521	c | m	C33H54N7O17P3S
M_coa12_1_2e	M_dd2coa	trans-Dodec-2-enoyl-CoA(4-)	CHEBI:15471	c | m	C33H52N7O17P3S
M_coa12_1_3z	M_dd3coa	(3Z)-Dodecenoyl-CoA(4-)	CHEBI:27989	m	C33H52N7O17P3S
M_coa12_2_2e6z	M_dd26coa	(2E,6Z)-Dodecadienoyl-CoA(4-)	CHEBI:28387	m	C33H50N7O17P3S
M_coa14_0_3o	M_3otdcoa	3-Oxo-tetradecanoyl-CoA(4-)	CHEBI:1654;CHEBI:28726	c | m	C35H56N7O18P3S
M_coa14_0_3oh__S	M_3htdcoa	(S)-3-hydroxytetradecanoyl-CoA(4-)	CHEBI:27466;CHEBI:400	c | m	C35H58N7O18P3S
M_coa14_0	M_tdcacoa	Myristoyl-CoA(4-)	CHEBI:15532	c | m	C35H58N7O17P3S
M_coa14_1_2e	M_td2coa	trans-Tetradec-2-enoyl-CoA(4-)	CHEBI:10734;CHEBI:27721	c | m	C35H56N7O17P3S
M_coa14_1_5z	M_td5coa	(5Z)-Tetradecenoyl-CoA(4-)	CHEBI:70712	m	C35H56N7O17P3S
M_coa14_1_5z3o	M_3otd5coa	3-Oxo-5Z-Tetradecenoyl-CoA(4-)	CHEBI:88080	m	C35H54N7O18P3S
M_coa14_1_5z3oh__S	M_3htd5coa	(S)-3-Hydroxy-5Z-Tetradecenoyl-CoA(4-)	CHEBI:88072	m	C35H56N7O18P3S
M_coa14_2_2e5z	M_td25coa	(2E,5Z)-Tetradecadienoyl-CoA(4-)	CHEBI:88067	m	C35H54N7O17P3S
M_coa14_2_5z8z	M_td58coa	(5Z,8Z)-Tetradecadienoyl-CoA(4-)	CHEBI:70713	m	C35H54N7O17P3S
M_coa16_0_3o	M_3ohdcoa	3-Oxohexadecanoyl-CoA(4-)	CHEBI:15491;CHEBI:1647	c | m	C37H60N7O18P3S
M_coa16_0_3oh__S	M_3hhdcoa	(S)-3-Hydroxyhexadecanoyl-CoA(4-)	CHEBI:27402	c | m	C37H62N7O18P3S
M_coa16_0	M_pmtcoa	Palmitoyl-CoA (4-)	CHEBI:15525	c | m | n	C37H62N7O17P3S
M_coa16_1_2e	M_hdd2coa	trans-Hexadec-2-enoyl-CoA(4-)	CHEBI:28935	c | m	C37H60N7O17P3S
M_coa16_1_7z	M_hd7coa	(7Z)-Hexadecenoyl-CoA(4-)	CHEBI:88008	m	C37H60N7O17P3S
M_coa16_1_7z3o	M_3ohd7coa	3-Oxo-7Z-Hexadecenoyl-CoA(4-)	CHEBI:88090	m	C37H58N7O18P3S
M_coa16_1_7z3oh__S	M_3hhd7coa	(S)-3-Hydroxy-7Z-Hexadecenoyl-CoA(4-)	CHEBI:88087	m	C37H60N7O18P3S
M_coa16_1_9z	M_fa16p1n7coa	Palmitoleyl-CoA(4-)	CHEBI:53152	c | m	C37H60N7O17P3S
M_coa16_2_2e7z	M_hd27coa	(2E,7Z)-Hexadecadienoyl-CoA(4-)	CHEBI:88086	m	C37H58N7O17P3S
M_coa16_2_2e9z	M_hd29coa	(2E,9Z)-Hexadecadienoyl-CoA(4-)	CHEBI:78178	m	C37H58N7O17P3S
M_coa18_0_3o	M_3ohodcoa	3-Oxo-stearoyl-CoA(4-)	CHEBI:50571	c | m	C39H64N7O18P3S
M_coa18_0_3oh__S	M_3hodcoa	(S)-3-Hydroxyoctadecanoyl-CoA(4-)	CHEBI:50577	c | m	C39H66N7O18P3S
M_coa18_0	M_stcoa	Stearoyl-CoA(4-)	CHEBI:15541	c | m	C39H66N7O17P3S
M_coa18_1_11z_3oh__S	M_3hod11coa	(3R,11Z)-3-hydroxyoctadecenoyl-CoA(4-)	CHEBI:76900	c	C39H64N7O18P3S
M_coa18_1_11z	M_vaccoa	cis-Vaccenoyl-CoA(4-)	CHEBI:75354	m	C39H64N7O17P3S
M_coa18_1_11z3o	M_3ood11coa	3-Oxo-11Z-Octadecenoyl-CoA(4-)	CHEBI:76896	c | m	C39H62N7O18P3S
M_coa18_1_2e	M_od2coa	trans-Octadec-2-enoyl-CoA(4-)	CHEBI:50570	c | m	C39H64N7O17P3S
M_coa18_1_9z	M_odecoa	Oleoyl-CoA(4-)	CHEBI:7743;CHEBI:15534	c | m	C39H64N7O17P3S
M_coa18_1_9z3o	M_3ood9coa	3-Oxo-Oleoyl-CoA(4-)	CHEBI:88007	m	C39H62N7O18P3S
M_coa18_1_9z3oh__S	M_3hod9coa	(S)-3-Hydroxyoleoyl-CoA(4-)	CHEBI:87781	m	C39H64N7O18P3S
M_coa18_2_2e11z	M_od211coa	(2E,11Z)-octadecadienoyl-CoA(4-)	CHEBI:76904	c | m	C39H62N7O17P3S
M_coa18_2_2e9z	M_od29coa	(2E,9Z)-octadecadienoyl-CoA(4-)	CHEBI:78187	m	C39H62N7O17P3S
M_coa18_2_9z12z	M_lnlccoa	linoleic coenzyme A(4-)	CHEBI:6480;CHEBI:15530	c | m	C39H62N7O17P3S
M_coa18_2_9z12z3o	M_3ood912coa	3-Oxo-(9Z,12Z)-Octadecadienoyl-CoA(4-)	CHEBI:74090	m	C39H60N7O18P3S
M_coa18_3_2e9z12z	M_od2912coa	(2E,9Z,12Z)-octadecatrienoyl-CoA(4-)	CHEBI:78190	m	C39H60N7O17P3S
M_coa18_3_6z9z12	M_lnlncgcoa	gamma-linolenoyl-CoA(4-)	CHEBI:15508;CHEBI:10574	c	C39H60N7O17P3S
M_coa18_3_9z12z15z	M_lnlncacoa	alpha-Linolenoyl-CoA(4-)	CHEBI:51985	c | m	C39H60N7O17P3S
M_coa20_0_3o	M_CE2251	3-Oxo-icosanoyl-CoA(4-)	CHEBI:52327	c | m	C41H68N7O18P3S
M_coa20_0_3oh__S	M_hoxiccoa	(R)-3-hydroxyicosanoyl-CoA(4-)	CHEBI:76459	c | m	C41H70N7O18P3S
M_coa20_0	M_arachcoa	arachidoyl-CoA(4-)	CHEBI:15527	c | m	C41H70N7O17P3S
M_coa20_1_2e	M_CE2243	trans-eicos-2-enoyl-CoA(4-)	CHEBI:75061	c | m	C41H68N7O17P3S
M_coa20_3_8z11z14z	M_3o81114eicoa	(8Z,11Z,14Z)-3-oxoicosa-8,11,14-trienoyl-CoA(4-)	CHEBI:71539	c	C41H62N7O18P3S
